DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 05:20:19,882,469,0,3906.719,130.558,234.5,64.97,15235.5,0,0,0.908,2904.281
2025-02-28 05:20:21,891,490,0,3651.984,71.837,245,64.967,15917,0,0,0.451,2655.406
2025-02-28 05:20:23,899,438,0,3817.233,137.663,219,64.904,14214,0,0,0.635,2818.089
2025-02-28 05:20:25,911,468,0,3925.679,71.475,234,64.959,15200.5,0,0,0.432,2926.991
2025-02-28 05:20:27,920,453,0,3939.393,85.56,226.5,64.929,14706.5,0,0,0.459,2938.912
2025-02-28 05:20:29,928,481,0,3930.628,73.215,240.5,65.008,15634.5,0,0,0.412,2931.736
2025-02-28 05:20:31,939,415,0,3937.227,142.387,207.5,64.819,13450,0,0,0.482,2939.053
2025-02-28 05:20:33,950,446,0,4136.823,95.196,223,64.886,14469.5,0,0,0.435,3135.5
2025-02-28 05:20:35,960,482,0,4203.025,136.906,241,64.917,15645,0,0,0.844,3203.367
2025-02-28 05:20:37,971,481,0,4028.002,81.304,240.5,64.971,15625.5,0,0,0.449,3026.832
2025-02-28 05:20:39,980,425,0,4098.788,109.684,212.5,64.805,13771,0,0,0.407,3098.144
2025-02-28 05:20:41,988,467,0,4270.713,84.524,233.5,64.987,15174.5,0,0,0.471,3266.957
2025-02-28 05:20:43,998,452,0,4290.812,90.226,226,64.905,14668.5,0,0,1.257,3290.728
2025-02-28 05:20:45,1009,469,0,4267.633,76.995,234.5,64.955,15232,0,0,0.593,3273.957
2025-02-28 05:20:47,1018,477,0,4321.602,80.091,238.5,64.935,15487,0,0,0.566,3325.069
2025-02-28 05:20:49,1030,474,0,4208.181,71.284,237,64.949,15393,0,0,0.935,3207.646
2025-02-28 05:20:51,1038,398,0,4509.854,101.363,199,64.854,12906,0,0,1.168,3510.746
2025-02-28 05:20:53,1050,436,0,4632.498,80.662,218,64.956,14160.5,0,0,0.42,3633.459
2025-02-28 05:20:55,1059,472,0,4701.712,205.109,236,64.964,15331.5,0,0,0.718,3701.725
2025-02-28 05:20:57,1069,472,0,4543.559,74.646,236,64.947,15327.5,0,0,0.492,3545.369
2025-02-28 05:20:59,1082,489,0,4460.947,101.245,244.5,64.849,15855.5,0,0,0.446,3458.362
2025-02-28 05:21:01,1092,462,0,4522.452,68.517,231,64.963,15006.5,0,0,0.437,3523.881
2025-02-28 05:21:03,1101,460,0,4607.57,73.398,230,65.004,14951,0,0,0.439,3609.063
2025-02-28 05:21:05,1110,428,0,4730.444,103.642,214,64.895,13887.5,0,0,0.442,3727.801
2025-02-28 05:21:07,1119,493,0,4791.004,88.268,246.5,64.963,16013.5,0,0,0.479,3791.842
2025-02-28 05:21:09,1130,462,0,4753.022,79.611,231,64.994,15013.5,0,0,0.556,3755.26
2025-02-28 05:21:11,1140,477,0,4648.48,89.985,238.5,64.954,15491.5,0,0,0.409,3646.379
2025-02-28 05:21:13,1150,466,0,4772.163,89.796,233,65.011,15147.5,0,0,0.489,3774.337
2025-02-28 05:21:15,1161,448,0,4794.761,102.534,224,64.929,14544,0,0,0.529,3792.667
2025-02-28 05:21:17,1171,405,0,5174.993,138.792,202.5,64.84,13130,0,0,0.509,4170.753
2025-02-28 05:21:19,1181,465,0,5300.295,71.515,232.5,64.942,15099,0,0,0.484,4298.505
2025-02-28 05:21:21,1191,430,0,5398.786,73.547,215,64.909,13955.5,0,0,0.602,4400.435
2025-02-28 05:21:23,1200,455,0,5225.105,87.928,227.5,64.985,14784,0,0,0.446,4221.901
2025-02-28 05:21:25,1211,325,0,5339.209,203.4,162.5,64.689,10512,0,0,0.455,4332.646
2025-02-28 05:21:27,1220,411,0,5893.204,106.981,205.5,64.832,13323,0,0,0.603,4894.732
2025-02-28 05:21:29,1231,463,0,6032.117,77.506,231.5,64.864,15016,0,0,0.505,5033.503
2025-02-28 05:21:31,1241,468,0,5786.015,283.539,234,64.968,15202.5,0,0,0.641,4789.722
2025-02-28 05:21:33,1251,439,0,5415.795,100.647,219.5,64.868,14238.5,0,0,0.636,4408.945
2025-02-28 05:21:35,1260,486,0,5318.177,71.825,243,64.94,15780.5,0,0,0.479,4319.807
2025-02-28 05:21:37,1270,430,0,5513.781,95.176,215,64.895,13952.5,0,0,0.584,4511.498
2025-02-28 05:21:39,1281,461,0,5455.161,80.363,230.5,64.892,14957.5,0,0,0.44,4455.614
2025-02-28 05:21:42,1292,362,0,5868.743,216.201,181,64.804,11729.5,0,0,0.401,4861.533
2025-02-28 05:21:44,1301,371,0,6072.561,153.839,185.5,64.79,12018.5,0,0,0.402,5075.987
2025-02-28 05:21:46,1311,390,0,6468.031,87.07,195,64.787,12633.5,0,0,0.5,5464.89
2025-02-28 05:21:48,1320,432,0,6692.625,213.396,216,64.683,13971.5,0,0,0.664,5694.218
2025-02-28 05:21:50,1330,433,0,6468.538,140.256,216.5,64.838,14037.5,0,0,0.647,5462.536
2025-02-28 05:21:52,1340,459,0,6069.51,106.462,229.5,64.874,14888.5,0,0,0.562,5076.115
2025-02-28 05:21:54,1350,433,0,5863.363,88.475,216.5,64.945,14060.5,0,0,0.455,4863.182
2025-02-28 05:21:56,1360,442,0,5857.104,100.747,221,64.934,14350.5,0,0,0.367,4853.448
2025-02-28 05:21:58,1372,470,0,6075.491,76.26,235,64.902,15252,0,0,0.447,5076.483
2025-02-28 05:22:00,1380,453,0,5951.898,70.961,226.5,65.029,14729,0,0,0.419,4944.567
2025-02-28 05:22:02,1389,493,0,5891.284,103.624,246.5,64.978,16017,0,0,0.456,4890.984
