DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 05:59:13,246,29,0,13249.483,5786.49,14.5,62.517,906.5,0,0,0.724,12249.931
2025-02-28 05:59:15,254,29,0,16546.172,215.375,14.5,62.897,912,0,0,0.828,15537.172
2025-02-28 05:59:17,263,25,0,16425.2,216.336,12.5,63.28,791,0,0,0.64,15439.08
2025-02-28 05:59:19,273,30,0,15203.2,5179.257,15,62.8,942,0,0,0.6,14204.7
2025-02-28 05:59:21,286,26,0,14272.808,6127.016,13,63.308,823,0,0,0.731,13270.846
2025-02-28 05:59:23,294,23,0,13004.696,7462.751,11.5,63.087,725.5,0,0,0.739,12009.087
2025-02-28 05:59:25,301,30,0,16489.433,5642.796,15,62.867,943,0,0,0.7,15483.433
2025-02-28 05:59:27,313,27,0,13391.667,8184.707,13.5,63.111,852,0,0,0.741,12378.185
2025-02-28 05:59:29,322,28,0,14712.143,8134.362,14,63.071,883,0,0,0.714,13726.357
2025-02-28 05:59:31,331,25,0,15887.84,7892.362,12.5,62.92,786.5,0,0,0.68,14896.44
2025-02-28 05:59:33,343,23,0,14357.261,9229.304,11.5,63,724.5,0,0,0.826,13367.652
2025-02-28 05:59:35,353,33,0,15559.152,9606.831,16.5,62.758,1035.5,0,0,0.788,14574.606
2025-02-28 05:59:37,363,26,0,22190.269,4102.16,13,63.192,821.5,0,0,0.692,21199.462
2025-02-28 05:59:39,373,24,0,23640.833,179.661,12,63.042,756.5,0,0,0.75,22636.833
2025-02-28 05:59:41,383,26,0,22582.462,6069.326,13,62.923,818,0,0,0.808,21593.077
2025-02-28 05:59:43,394,30,0,19978.7,9070.562,15,63.2,948,0,0,0.833,18976.467
2025-02-28 05:59:45,403,25,0,18881.84,10678.065,12.5,63.24,790.5,0,0,0.68,17870.24
2025-02-28 05:59:47,413,29,0,20489.414,10566.989,14.5,63.034,914,0,0,0.759,19497.724
2025-02-28 05:59:49,423,27,0,19499.556,11462.358,13.5,63.148,852.5,0,0,0.778,18521.815
2025-02-28 05:59:51,432,24,0,21341.042,11262.053,12,63.042,756.5,0,0,0.917,20331.25
2025-02-28 05:59:53,441,24,0,19362,12367.704,12,63.375,760.5,0,0,0.708,18370
2025-02-28 05:59:55,453,27,0,19087.185,13216.873,13.5,63.148,852.5,0,0,0.63,18082.481
2025-02-28 05:59:57,463,30,0,25305.633,10470.713,15,62.933,944,0,0,0.5,24301.933
2025-02-28 05:59:59,475,27,0,29336.815,5392.147,13.5,62.741,847,0,0,0.778,28343.037
2025-02-28 06:00:01,485,22,0,30453.818,305.896,11,62.864,691.5,0,0,0.545,29454.045
2025-02-28 06:00:03,496,31,0,25183.226,11405.817,15.5,63.065,977.5,0,0,0.677,24174.968
2025-02-28 06:00:05,506,27,0,22414.519,13437.544,13.5,63.037,851,0,0,0.667,21408.481
2025-02-28 06:00:07,517,23,0,25496.783,12441.838,11.5,63.174,726.5,0,0,0.783,24478.696
2025-02-28 06:00:09,524,30,0,27618.2,11614.235,15,63.1,946.5,0,0,0.867,26636.033
2025-02-28 06:00:11,535,27,0,24451.222,14705.916,13.5,63,850.5,0,0,0.593,23464.481
2025-02-28 06:00:13,544,24,0,25086.958,14997.351,12,63.167,758,0,0,0.75,24094.917
2025-02-28 06:00:15,556,29,0,26248.586,15059.909,14.5,63.31,918,0,0,0.793,25260.897
2025-02-28 06:00:17,564,25,0,24132.16,16652.831,12.5,62.84,785.5,0,0,0.72,23120.84
2025-02-28 06:00:19,574,29,0,35735.103,6445.656,14.5,63.069,914.5,0,0,0.793,34746.69
2025-02-28 06:00:21,583,26,0,37446.962,203.857,13,63,819,0,0,0.808,36439.808
2025-02-28 06:00:23,594,29,0,37614.241,194.297,14.5,63.103,915,0,0,0.862,36617
2025-02-28 06:00:25,605,26,0,32380.808,13071.211,13,62.808,816.5,0,0,0.654,31371.192
2025-02-28 06:00:27,613,25,0,28307.48,16519.436,12.5,62.84,785.5,0,0,0.72,27297.76
2025-02-28 06:00:29,622,23,0,29390.174,16385.166,11.5,63.087,725.5,0,0,0.609,28404.826
2025-02-28 06:00:31,633,29,0,27926.828,17447.625,14.5,63.034,914,0,0,0.793,26917.034
2025-02-28 06:00:33,644,21,0,31053.905,16403.283,10.5,63.429,666,0,0,0.762,30049.095
2025-02-28 06:00:35,654,26,0,33187.538,15252.839,13,63.115,820.5,0,0,0.615,32195.154
2025-02-28 06:00:37,664,27,0,31121.074,17314.416,13.5,63.148,852.5,0,0,0.815,30105
2025-02-28 06:00:39,676,20,0,30153.35,18539.782,10,63.15,631.5,0,0,0.6,29137
2025-02-28 06:00:41,684,26,0,31962.615,18204.756,13,63.038,819.5,0,0,0.769,30959.577
2025-02-28 06:00:43,693,34,0,33192.676,18457.92,17,62.706,1066,0,0,0.765,32175.529
2025-02-28 06:00:45,703,23,0,44867.609,366.152,11.5,62.826,722.5,0,0,0.652,43854.522
2025-02-28 06:00:47,712,28,0,45325.286,458.629,14,62.75,878.5,0,0,0.571,44333.536
2025-02-28 06:00:49,723,29,0,36637.448,17842.546,14.5,62.897,912,0,0,0.69,35652.621
2025-02-28 06:00:51,731,23,0,38739.957,16959.127,11.5,63.087,725.5,0,0,0.739,37748.13
2025-02-28 06:00:53,743,29,0,32989.069,20911.13,14.5,63.172,916,0,0,0.655,31995.828
2025-02-28 06:00:55,753,26,0,35532.192,20460.325,13,63.192,821.5,0,0,0.731,34539.654
2025-02-28 06:00:57,764,25,0,37352.88,19981.357,12.5,62.92,786.5,0,0,0.64,36332.28
2025-02-28 06:00:59,774,29,0,36362.069,21146.195,14.5,63.103,915,0,0,0.586,35370.483
2025-02-28 06:01:01,782,20,0,30915.95,23626.775,10,62.75,627.5,0,0,0.75,29935.65
2025-02-28 06:01:03,793,19,0,40428.737,19657.889,9.5,63.158,600,0,0,0.737,39411.316
2025-02-28 06:01:05,803,37,0,42258.622,19247.023,18.5,62.541,1157,0,0,0.757,41269.73
2025-02-28 06:01:07,814,29,0,48068.862,12639.529,14.5,63.448,920,0,0,0.724,47056.345
2025-02-28 06:01:09,823,26,0,48079.5,13338.411,13,63,819,0,0,0.654,47060.308
2025-02-28 06:01:11,833,27,0,43232.037,19783.116,13.5,63.148,852.5,0,0,0.704,42235
2025-02-28 06:01:13,842,25,0,43268.72,20748.769,12.5,63.04,788,0,0,0.72,42242.96
2025-02-28 06:01:15,854,26,0,40200.846,23304.554,13,63.615,827,0,0,0.654,39197.654
2025-02-28 06:01:17,862,28,0,43746.786,21904.863,14,62.857,880,0,0,0.75,42738.929
2025-02-28 06:01:19,874,27,0,39931.481,24758.383,13.5,63.259,854,0,0,0.704,38944.222
2025-02-28 06:01:21,884,26,0,35774.038,26864.965,13,62.962,818.5,0,0,0.808,34789.615
2025-02-28 06:01:23,895,29,0,44604.793,23998.063,14.5,63.207,916.5,0,0,0.586,43595.138
2025-02-28 06:01:25,906,25,0,58477.56,214.064,12.5,63.12,789,0,0,0.8,57481.6
2025-02-28 06:01:27,917,27,0,54357.593,14878.959,13.5,63.185,853,0,0,0.852,53348.704
2025-02-28 06:01:29,924,28,0,54498.214,14641.071,14,63.607,890.5,0,0,0.75,53485.964
2025-02-28 06:01:31,934,25,0,43245.72,25811.398,12.5,62.96,787,0,0,0.52,42242.92
2025-02-28 06:01:33,945,27,0,47082.296,24184.614,13.5,63.296,854.5,0,0,0.63,46092.963
2025-02-28 06:01:35,957,19,8,45212.316,25793.129,9.5,62.895,597.5,0,0,0.789,44220.263
2025-02-28 06:01:37,965,10,27,13552.4,23699.025,5,62.8,314,0,0,0.6,12563.8
2025-02-28 06:01:39,977,6,31,1934.333,228.798,3,62.833,188.5,0,0,0.333,998.5
2025-02-28 06:01:41,986,6,29,1884.333,174.427,3,62.5,187.5,0,0,0.5,836.833
2025-02-28 06:01:43,997,7,35,1866,178.633,3.5,62.714,219.5,0,0,0.714,878.714
2025-02-28 06:01:45,1005,4,29,1821,119.86,2,62.5,125,0,0,0.75,815.75
2025-02-28 06:01:47,1015,4,41,1894.25,198.95,2,62.75,125.5,0,0,0.75,903.75
2025-02-28 06:01:49,1027,6,33,1837.833,130.113,3,63.167,189.5,0,0,0.5,854.833
2025-02-28 06:01:51,1039,4,24,1862.25,241.16,2,62.75,125.5,0,0,0.25,842
2025-02-28 06:01:53,1047,6,29,1809.833,159.209,3,63.5,190.5,0,0,0.5,749.5
2025-02-28 06:01:55,1057,3,27,1856.333,62.462,1.5,62.667,94,0,0,1,869.333
2025-02-28 06:01:57,1068,3,35,1857.667,169.157,1.5,62.333,93.5,0,0,0.667,884.667
2025-02-28 06:01:59,1078,5,27,1998.8,270.295,2.5,62.6,156.5,0,0,1,984.8
2025-02-28 06:02:01,1088,5,26,1805.4,143.567,2.5,62.6,156.5,0,0,1,822.2
2025-02-28 06:02:03,1097,3,33,1656,46.733,1.5,63.333,95,0,0,0,637.667
2025-02-28 06:02:05,1108,2,34,1572.5,97.5,1,62.5,62.5,0,0,0.5,633
2025-02-28 06:02:07,1116,1,39,1758,0,0.5,63,31.5,0,0,1,678
2025-02-28 06:02:09,1127,2,31,1810,22,1,63,63,0,0,1,714.5
2025-02-28 06:02:11,1135,2,28,1745,128,1,63,63,0,0,0,722
2025-02-28 06:02:13,1145,0,33,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:15,1156,0,27,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:17,1167,1,30,1582,0,0.5,63,31.5,0,0,1,639
2025-02-28 06:02:19,1176,1,32,2350,0,0.5,62,31,0,0,0,1250
2025-02-28 06:02:21,1186,0,26,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:23,1196,0,34,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:25,1206,1,42,2760,0,0.5,61,30.5,0,0,0,1748
2025-02-28 06:02:27,1217,0,29,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:29,1227,1,34,1523,0,0.5,63,31.5,0,0,1,520
2025-02-28 06:02:31,1237,0,25,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:33,1248,0,35,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:35,1256,0,31,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:37,1263,0,35,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:39,1277,0,43,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:41,1286,0,32,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:43,1294,0,37,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:45,1306,0,52,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:47,1317,0,39,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:49,1325,0,52,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:51,1336,0,38,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:53,1346,0,41,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:55,1356,0,43,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:57,1366,0,36,0,0,0,0,0,0,0,0,0
2025-02-28 06:02:59,1375,0,35,0,0,0,0,0,0,0,0,0
2025-02-28 06:03:01,1386,0,42,0,0,0,0,0,0,0,0,0
2025-02-28 06:03:03,1395,0,40,0,0,0,0,0,0,0,0,0
